pid_integral,pid_derivative,pid_proportional,integral_sum,motor_target,gyro_offset,gyro_value,motors_enabled
81.0,11.0,29.0,0.0,1.02,2.0,-2.83,True
81.0,11.0,29.0,0.0,-3.6,2.0,-3.7,True
81.0,11.0,29.0,0.0,0.88,2.0,-1.1,True
81.0,11.0,29.0,0.0,2.83,2.0,-1.73,True
81.0,11.0,29.0,0.0,-3.44,2.0,-4.06,True
81.0,11.0,29.0,0.0,1.29,2.0,-1.72,True
81.0,11.0,29.0,0.0,1.69,2.0,-1.68,True
81.0,11.0,29.0,0.0,-2.69,2.0,-2.44,True
81.0,11.0,29.0,0.0,2.76,2.0,-0.25,True
81.0,11.0,29.0,0.0,-2.36,2.0,-3.2,True
81.0,11.0,29.0,0.0,4.31,2.0,-1.44,True
81.0,11.0,29.0,0.0,-6.09,2.0,-6.05,True
81.0,11.0,29.0,0.0,-1.89,2.0,-1.37,True
81.0,11.0,29.0,0.0,5.65,2.0,0.98,True
81.0,11.0,29.0,0.0,1.82,2.0,-1.25,True
81.0,11.0,29.0,0.0,-3.27,2.0,-4.4,True
81.0,11.0,29.0,0.0,0.64,2.0,-1.25,True
81.0,11.0,29.0,0.0,1.53,2.0,-1.38,True
81.0,11.0,29.0,0.0,-0.06,2.0,-1.95,True
81.0,11.0,29.0,0.0,-0.07,2.0,-2.0,True
81.0,11.0,29.0,0.0,0.37,2.0,-1.77,True
81.0,11.0,29.0,0.0,-0.34,2.0,-2.12,True
81.0,11.0,29.0,0.0,-0.32,2.0,-1.83,True
81.0,11.0,29.0,0.0,-5.72,2.0,-4.16,True
81.0,11.0,29.0,0.0,3.46,2.0,-1.31,True
81.0,11.0,29.0,0.0,-3.76,2.0,-3.26,True
81.0,11.0,29.0,0.0,-8.68,2.0,-4.08,True
81.0,11.0,29.0,0.0,-1.22,2.0,0.1,True
81.0,11.0,29.0,0.0,-10.81,2.0,-2.61,True
81.0,11.0,29.0,0.0,-7.56,2.0,-1.73,True
81.0,11.0,29.0,0.0,-3.75,2.0,-0.56,True
81.0,11.0,29.0,0.0,-5.45,2.0,-2.26,True
81.0,11.0,29.0,0.0,2.4,2.0,0.68,True
81.0,11.0,29.0,0.0,-3.82,2.0,-0.55,True
81.0,11.0,29.0,0.0,12.72,2.0,4.84,True
81.0,11.0,29.0,0.0,27.21,2.0,3.96,True
81.0,11.0,29.0,0.0,14.68,2.0,-4.41,True
81.0,11.0,29.0,0.0,3.32,2.0,-3.55,True
81.0,11.0,29.0,0.0,-9.64,2.0,-6.12,True
81.0,11.0,29.0,0.0,-13.06,2.0,-4.56,True
81.0,11.0,29.0,0.0,-15.02,2.0,-4.67,True
81.0,11.0,29.0,0.0,28.77,2.0,14.77,True
81.0,11.0,29.0,0.0,5.6,2.0,-5.46,True
81.0,11.0,29.0,0.0,44.0,2.0,8.8,True
81.0,11.0,29.0,0.0,40.58,2.0,-1.47,True
81.0,11.0,29.0,0.0,-30.67,2.0,-25.33,True
81.0,11.0,29.0,0.0,-50.0,2.0,-17.11,True
81.0,11.0,29.0,-0.1,-50.0,2.0,-9.36,True
81.0,11.0,29.0,-0.1,-34.68,2.0,15.18,True
81.0,11.0,29.0,0.0,33.52,2.0,20.19,True
81.0,11.0,29.0,0.0,50.0,2.0,12.98,True
81.0,11.0,29.0,0.0,-8.21,2.0,-16.74,True
81.0,11.0,29.0,0.0,15.73,2.0,5.49,True
81.0,11.0,29.0,0.0,-15.55,2.0,-7.48,True
81.0,11.0,29.0,0.0,2.07,2.0,3.49,True
81.0,11.0,29.0,0.0,0.63,2.0,-0.68,True
81.0,11.0,29.0,0.0,3.57,2.0,-0.59,True
81.0,11.0,29.0,0.0,-2.38,2.0,-2.37,True
81.0,11.0,29.0,0.0,0.05,2.0,-1.37,True
81.0,11.0,29.0,0.0,2.15,2.0,-1.16,True
81.0,11.0,29.0,0.0,-0.8,2.0,-2.01,True
81.0,11.0,29.0,0.0,0.48,2.0,-1.46,True
81.0,11.0,29.0,0.0,0.76,2.0,-1.74,True
81.0,11.0,29.0,0.0,-0.19,2.0,-2.26,True
81.0,11.0,29.0,0.0,-0.67,2.0,-2.15,True
81.0,11.0,29.0,0.0,-9.48,2.0,-5.16,True
81.0,11.0,29.0,0.0,5.93,2.0,-0.81,True
81.0,11.0,29.0,0.0,-3.46,2.0,-3.96,True
81.0,11.0,29.0,0.0,-11.17,2.0,-4.77,True
81.0,11.0,29.0,0.0,17.04,2.0,8.35,True
81.0,11.0,29.0,0.0,-1.41,2.0,-2.28,True
81.0,11.0,29.0,0.0,2.05,2.0,-2.58,True
81.0,11.0,29.0,0.0,8.12,2.0,0.23,True
81.0,11.0,29.0,0.0,0.68,2.0,-3.88,True
81.0,11.0,29.0,0.0,6.15,2.0,-0.57,True
81.0,11.0,29.0,0.0,2.47,2.0,-1.8,True
81.0,11.0,29.0,0.0,-0.44,2.0,-3.69,True
81.0,11.0,29.0,0.0,0.67,2.0,-1.84,True
81.0,11.0,29.0,0.0,4.35,2.0,-1.05,True
81.0,11.0,29.0,0.0,7.6,2.0,-1.44,True
81.0,11.0,29.0,0.0,8.18,2.0,-1.75,True
81.0,11.0,29.0,0.0,10.68,2.0,-0.81,True
81.0,11.0,29.0,0.0,12.02,2.0,-0.7,True
81.0,11.0,29.0,0.0,11.58,2.0,-1.43,True
81.0,11.0,29.0,0.0,-22.91,2.0,-14.95,True
81.0,11.0,29.0,0.0,-14.04,2.0,0.48,True
81.0,11.0,29.0,0.0,2.33,2.0,4.59,True
81.0,11.0,29.0,0.0,-1.51,2.0,-1.65,True
81.0,11.0,29.0,0.0,-19.04,2.0,-6.97,True
81.0,11.0,29.0,0.0,-8.81,2.0,0.27,True
81.0,11.0,29.0,0.0,-12.7,2.0,-2.9,True
81.0,11.0,29.0,0.0,-10.07,2.0,-1.59,True
81.0,11.0,29.0,0.0,8.09,2.0,4.5,True
81.0,11.0,29.0,0.0,7.09,2.0,-0.18,True
81.0,11.0,29.0,0.0,9.2,2.0,-0.55,True
81.0,11.0,29.0,0.0,-2.4,2.0,-5.97,True
81.0,11.0,29.0,0.0,-2.06,2.0,-2.97,True
81.0,11.0,29.0,0.0,-2.56,2.0,-2.13,True
81.0,11.0,29.0,0.0,2.55,2.0,-0.23,True
81.0,11.0,29.0,0.0,4.08,2.0,-0.86,True
81.0,11.0,29.0,0.0,-2.36,2.0,-4.03,True
81.0,11.0,29.0,0.0,0.17,2.0,-1.68,True
81.0,11.0,29.0,0.0,0.69,2.0,-1.45,True
81.0,11.0,29.0,0.0,-19.15,2.0,-8.42,True
81.0,11.0,29.0,0.0,-19.29,2.0,-4.19,True
81.0,11.0,29.0,0.0,0.83,2.0,8.73,True
81.0,11.0,29.0,0.0,15.32,2.0,2.46,True
81.0,11.0,29.0,0.0,9.28,2.0,-2.79,True
81.0,11.0,29.0,0.0,14.74,2.0,-0.2,True
81.0,11.0,29.0,0.0,-16.59,2.0,-13.35,True
81.0,11.0,29.0,0.0,-1.35,2.0,-2.82,True
81.0,11.0,29.0,0.0,1.45,2.0,-1.34,True
81.0,11.0,29.0,0.0,0.6,2.0,-1.9,True
81.0,11.0,29.0,0.0,1.68,2.0,-1.52,True
81.0,11.0,29.0,0.0,-6.08,2.0,-3.73,True
81.0,11.0,29.0,0.0,11.91,2.0,4.54,True
81.0,11.0,29.0,0.0,-7.52,2.0,-8.25,True
81.0,11.0,29.0,0.0,8.72,2.0,1.89,True
81.0,11.0,29.0,0.0,-17.14,2.0,-9.08,True
81.0,11.0,29.0,0.0,40.01,2.0,17.1,True
81.0,11.0,29.0,0.0,-32.47,2.0,-21.66,True
81.0,11.0,29.0,0.0,50.0,2.0,25.78,True
81.0,11.0,29.0,0.2,50.0,2.0,42.26,True
81.0,11.0,29.0,0.2,50.0,2.0,-12.89,True
81.0,11.0,29.0,0.2,50.0,2.0,-10.83,True
81.0,11.0,29.0,0.1,22.11,2.0,-27.16,True
81.0,11.0,29.0,0.0,-41.65,2.0,-25.55,True
81.0,11.0,29.0,-0.2,-50.0,2.0,-26.45,True
81.0,11.0,29.0,-0.2,-50.0,2.0,-4.96,True
81.0,11.0,29.0,0.0,-8.48,2.0,11.61,True
81.0,11.0,29.0,0.0,-6.89,2.0,2.68,True
81.0,11.0,29.0,0.0,4.49,2.0,0.66,True
81.0,11.0,29.0,0.0,4.42,2.0,-1.33,True
81.0,11.0,29.0,0.0,-5.04,2.0,-5.31,True
81.0,11.0,29.0,0.0,6.19,2.0,0.01,True
81.0,11.0,29.0,0.0,0.68,2.0,-3.98,True
81.0,11.0,29.0,0.0,-7.93,2.0,-5.68,True
81.0,11.0,29.0,0.0,1.02,2.0,-1.23,True
81.0,11.0,29.0,0.0,-5.54,2.0,-4.25,True
81.0,11.0,29.0,0.0,2.87,2.0,-0.62,True
81.0,11.0,29.0,0.0,-0.54,2.0,-3.15,True
81.0,11.0,29.0,0.0,0.68,2.0,-2.17,True
81.0,11.0,29.0,0.0,-5.15,2.0,-4.21,True
81.0,11.0,29.0,0.0,14.87,2.0,2.47,True
81.0,11.0,29.0,0.0,-7.5,2.0,-10.02,True
81.0,11.0,29.0,0.0,4.67,2.0,-1.77,True
81.0,11.0,29.0,0.0,-8.01,2.0,-6.68,True
81.0,11.0,29.0,0.0,3.48,2.0,-0.9,True
81.0,11.0,29.0,0.0,-8.48,2.0,-6.7,True
81.0,11.0,29.0,0.0,7.59,2.0,-0.04,True
81.0,11.0,29.0,0.0,-7.47,2.0,-7.57,True
81.0,11.0,29.0,0.0,16.21,2.0,2.81,True
81.0,11.0,29.0,0.0,-11.75,2.0,-12.38,True
81.0,11.0,29.0,0.0,11.14,2.0,0.8,True
81.0,11.0,29.0,0.0,-20.0,2.0,-12.87,True
81.0,11.0,29.0,0.0,17.52,2.0,3.94,True
81.0,11.0,29.0,0.0,-24.69,2.0,-17.41,True
81.0,11.0,29.0,0.0,36.72,2.0,10.44,True
81.0,11.0,29.0,0.0,-50.0,2.0,-30.08,True
81.0,11.0,29.0,0.0,-47.32,2.0,-10.92,True
81.0,11.0,29.0,0.0,44.63,2.0,30.29,True
81.0,11.0,29.0,0.0,-18.38,2.0,-10.05,True
81.0,11.0,29.0,0.0,-11.43,2.0,-0.18,True
81.0,11.0,29.0,0.0,2.27,2.0,3.58,True
81.0,11.0,29.0,0.0,5.59,2.0,-0.84,True
81.0,11.0,29.0,0.0,7.2,2.0,-1.31,True
81.0,11.0,29.0,0.0,4.09,2.0,-2.57,True
81.0,11.0,29.0,0.0,10.07,2.0,-0.63,True
81.0,11.0,29.0,0.0,-20.59,2.0,-12.92,True
81.0,11.0,29.0,0.0,-30.03,2.0,-6.33,True
81.0,11.0,29.0,0.0,-30.55,2.0,-2.11,True
81.0,11.0,29.0,0.0,-30.48,2.0,-1.74,True
81.0,11.0,29.0,0.0,-18.91,2.0,1.79,True
81.0,11.0,29.0,0.0,-5.93,2.0,3.85,True
81.0,11.0,29.0,0.0,4.23,2.0,2.55,True
81.0,11.0,29.0,0.0,12.03,2.0,2.09,True
81.0,11.0,29.0,0.0,16.95,2.0,0.28,True
81.0,11.0,29.0,0.0,16.76,2.0,-1.09,True
81.0,11.0,29.0,0.0,10.46,2.0,-3.37,True
81.0,11.0,29.0,0.0,5.46,2.0,-3.89,True
81.0,11.0,29.0,0.0,-0.81,2.0,-4.39,True
81.0,11.0,29.0,0.0,-2.02,2.0,-2.43,True
81.0,11.0,29.0,0.0,-1.13,2.0,-1.71,True
81.0,11.0,29.0,0.0,-0.56,2.0,-1.8,True
81.0,11.0,29.0,0.0,0.44,2.0,-1.46,True
81.0,11.0,29.0,0.0,-4.12,2.0,-3.75,True
81.0,11.0,29.0,0.0,7.98,2.0,0.41,True
81.0,11.0,29.0,0.0,1.54,2.0,-4.01,True
81.0,11.0,29.0,0.0,0.71,2.0,-2.79,True
81.0,11.0,29.0,0.0,-8.44,2.0,-4.91,True
81.0,11.0,29.0,0.0,-6.06,2.0,-1.18,True
81.0,11.0,29.0,0.0,-2.47,2.0,-0.95,True
81.0,11.0,29.0,0.0,2.79,2.0,0.25,True
81.0,11.0,29.0,0.0,-1.64,2.0,-2.25,True
81.0,11.0,29.0,0.0,-1.46,2.0,-2.41,True
81.0,11.0,29.0,0.0,4.2,2.0,-0.65,True
81.0,11.0,29.0,0.0,4.32,2.0,-1.73,True
81.0,11.0,29.0,0.0,3.59,2.0,-2.09,True
81.0,11.0,29.0,0.0,1.58,2.0,-2.71,True
81.0,11.0,29.0,0.0,2.23,2.0,-1.6,True
81.0,11.0,29.0,0.0,-1.26,2.0,-3.34,True
81.0,11.0,29.0,0.0,1.91,2.0,-1.11,True
81.0,11.0,29.0,0.0,-6.06,2.0,-3.99,True
81.0,11.0,29.0,0.0,-0.38,2.0,-0.22,True
81.0,11.0,29.0,0.0,-3.73,2.0,-2.62,True
81.0,11.0,29.0,0.0,5.49,2.0,0.51,True
81.0,11.0,29.0,0.0,1.27,2.0,-3.15,True
81.0,11.0,29.0,0.0,1.56,2.0,-2.35,True
81.0,11.0,29.0,0.0,0.55,2.0,-2.37,True
81.0,11.0,29.0,0.0,-0.38,2.0,-2.36,True
81.0,11.0,29.0,0.0,-2.47,2.0,-2.76,True
81.0,11.0,29.0,0.0,4.92,2.0,0.71,True
81.0,11.0,29.0,0.0,-15.71,2.0,-6.43,True
81.0,11.0,29.0,0.0,7.36,2.0,8.13,True
81.0,11.0,29.0,0.0,6.58,2.0,-2.18,True
81.0,11.0,29.0,0.0,4.18,2.0,-2.63,True
81.0,11.0,29.0,0.0,0.37,2.0,-3.33,True
81.0,11.0,29.0,0.0,3.27,2.0,-2.49,True
81.0,11.0,29.0,0.0,-0.83,2.0,-3.23,True
81.0,11.0,29.0,0.0,-9.91,2.0,-4.75,True
81.0,11.0,29.0,0.0,5.03,2.0,3.32,True
81.0,11.0,29.0,0.0,-8.91,2.0,-5.66,True
81.0,11.0,29.0,0.0,12.95,2.0,2.85,True
81.0,11.0,29.0,0.0,-16.54,2.0,-11.96,True
81.0,11.0,29.0,0.0,9.41,2.0,4.45,True
81.0,11.0,29.0,0.0,-27.75,2.0,-10.08,True
81.0,11.0,29.0,0.0,19.88,2.0,15.22,True
81.0,11.0,29.0,0.0,10.39,2.0,-1.36,True
81.0,11.0,29.0,0.0,8.87,2.0,-2.1,True
81.0,11.0,29.0,0.0,6.71,2.0,-2.56,True
81.0,11.0,29.0,0.0,-3.49,2.0,-3.68,True
81.0,11.0,29.0,0.0,-5.25,2.0,-3.49,True
81.0,11.0,29.0,0.0,-6.36,2.0,-2.85,True
81.0,11.0,29.0,0.0,4.78,2.0,-0.77,True
81.0,11.0,29.0,0.0,-4.43,2.0,-4.68,True
81.0,11.0,29.0,0.0,-3.33,2.0,-2.45,True
81.0,11.0,29.0,0.0,-2.72,2.0,-1.95,True
81.0,11.0,29.0,0.0,-0.27,2.0,-1.23,True
81.0,11.0,29.0,0.0,1.43,2.0,-1.43,True
81.0,11.0,29.0,0.0,0.42,2.0,-2.52,True
81.0,11.0,29.0,0.0,-0.34,2.0,-2.37,True
81.0,11.0,29.0,0.0,-2.71,2.0,-2.84,True
81.0,11.0,29.0,0.0,1.61,2.0,-0.82,True
81.0,11.0,29.0,0.0,1.59,2.0,-1.56,True
81.0,11.0,29.0,0.0,0.58,2.0,-2.0,True
81.0,11.0,29.0,0.0,-0.66,2.0,-2.1,True
81.0,11.0,29.0,0.0,3.57,2.0,-0.08,True
81.0,11.0,29.0,0.0,-4.12,2.0,-3.76,True
81.0,11.0,29.0,0.0,2.83,2.0,0.22,True
81.0,11.0,29.0,0.0,-0.85,2.0,-2.14,True
81.0,11.0,29.0,0.0,-1.66,2.0,-2.04,True
81.0,11.0,29.0,0.0,-0.12,2.0,-1.6,True
81.0,11.0,29.0,0.0,-1.43,2.0,-2.38,True
81.0,11.0,29.0,0.0,2.88,2.0,-0.69,True
81.0,11.0,29.0,0.0,-1.46,2.0,-3.37,True
81.0,11.0,29.0,0.0,-0.84,2.0,-1.95,True
81.0,11.0,29.0,0.0,0.18,2.0,-1.61,True
81.0,11.0,29.0,0.0,1.78,2.0,-1.2,True
81.0,11.0,29.0,0.0,-4.51,2.0,-2.54,True
81.0,11.0,29.0,0.0,9.22,2.0,3.31,True
81.0,11.0,29.0,0.0,-4.82,2.0,-3.84,True
81.0,11.0,29.0,0.0,3.43,2.0,0.35,True
81.0,11.0,29.0,0.0,-6.93,2.0,-4.12,True
81.0,11.0,29.0,0.0,4.67,2.0,-0.05,True
81.0,11.0,29.0,0.0,-14.34,2.0,-6.82,True
81.0,11.0,29.0,0.0,27.35,2.0,12.53,True
81.0,11.0,29.0,0.0,16.67,2.0,4.4,True
81.0,11.0,29.0,0.0,-21.25,2.0,-19.9,True
81.0,11.0,29.0,0.0,-10.2,2.0,-4.7,True
81.0,11.0,29.0,0.0,8.39,2.0,7.9,True
81.0,11.0,29.0,0.0,-28.12,2.0,-12.9,True
81.0,11.0,29.0,0.0,6.38,2.0,5.02,True
81.0,11.0,29.0,0.0,1.94,2.0,-2.39,True
81.0,11.0,29.0,0.0,1.81,2.0,-2.57,True
81.0,11.0,29.0,0.0,-1.75,2.0,-3.89,True
81.0,11.0,29.0,0.0,-2.6,2.0,-0.97,True
81.0,11.0,29.0,0.0,2.12,2.0,0.16,True
81.0,11.0,29.0,0.0,-5.67,2.0,-3.45,True
81.0,11.0,29.0,0.0,10.67,2.0,4.09,True
81.0,11.0,29.0,0.0,-11.8,2.0,-6.78,True
81.0,11.0,29.0,0.0,21.15,2.0,8.87,True
81.0,11.0,29.0,0.0,-1.58,2.0,-7.39,True
81.0,11.0,29.0,0.0,22.45,2.0,3.57,True
81.0,11.0,29.0,0.0,-13.25,2.0,-16.42,True
81.0,11.0,29.0,0.0,12.02,2.0,1.41,True
81.0,11.0,29.0,0.0,-39.64,2.0,-19.45,True
81.0,11.0,29.0,0.0,-44.23,2.0,-7.51,True
81.0,11.0,29.0,0.0,16.86,2.0,19.91,True
81.0,11.0,29.0,0.0,33.16,2.0,10.46,True
81.0,11.0,29.0,0.0,-26.46,2.0,-21.92,True
81.0,11.0,29.0,0.0,-30.25,2.0,-9.53,True
81.0,11.0,29.0,0.1,50.0,2.0,28.95,True
81.0,11.0,29.0,0.1,42.5,2.0,-12.72,True
81.0,11.0,29.0,0.0,-50.0,2.0,-44.79,True
81.0,11.0,29.0,-0.2,-50.0,2.0,-29.38,True
81.0,11.0,29.0,-0.2,-50.0,2.0,0.14,True
81.0,11.0,29.0,0.0,6.55,2.0,34.02,True
81.0,11.0,29.0,0.0,3.16,2.0,-1.77,True
81.0,11.0,29.0,0.0,11.32,2.0,0.41,True
81.0,11.0,29.0,0.0,8.9,2.0,-2.1,True
81.0,11.0,29.0,0.0,4.75,2.0,-1.42,True
81.0,11.0,29.0,0.0,-2.16,2.0,-5.24,True
81.0,11.0,29.0,0.0,11.74,2.0,2.34,True
81.0,11.0,29.0,0.0,-3.55,2.0,-4.49,True
81.0,11.0,29.0,0.0,8.07,2.0,1.39,True
81.0,11.0,29.0,0.0,-3.1,2.0,-3.63,True
81.0,11.0,29.0,0.0,4.94,2.0,0.51,True
81.0,11.0,29.0,0.0,0.7,2.0,-2.79,True
81.0,11.0,29.0,0.0,1.31,2.0,-2.06,True
81.0,11.0,29.0,0.0,-7.97,2.0,-5.84,True
81.0,11.0,29.0,0.0,-1.61,2.0,-1.08,True
81.0,11.0,29.0,0.0,7.99,2.0,0.97,True
81.0,11.0,29.0,0.0,-8.85,2.0,-8.01,True
81.0,11.0,29.0,0.0,0.72,2.0,-1.04,True
81.0,11.0,29.0,0.0,-1.93,2.0,-2.42,True
81.0,11.0,29.0,0.0,-6.47,2.0,-4.29,True
81.0,11.0,29.0,0.0,-0.39,2.0,-1.89,True
81.0,11.0,29.0,0.0,-0.75,2.0,-2.11,True
81.0,11.0,29.0,0.0,0.17,2.0,-1.68,True
81.0,11.0,29.0,0.0,1.53,2.0,-1.47,True
81.0,11.0,29.0,0.0,-5.21,2.0,-3.49,True
81.0,11.0,29.0,0.0,13.79,2.0,5.48,True
81.0,11.0,29.0,0.0,-15.49,2.0,-7.03,True
81.0,11.0,29.0,0.0,27.37,2.0,14.61,True
81.0,11.0,29.0,0.0,-12.85,2.0,-8.22,True
81.0,11.0,29.0,0.1,50.0,2.0,48.0,True
81.0,11.0,29.0,0.5,50.0,2.0,63.82,True
81.0,11.0,29.0,0.9,50.0,2.0,50.59,True
81.0,11.0,29.0,0.9,50.0,2.0,7.07,True
81.0,11.0,29.0,0.8,50.0,2.0,-41.96,True
81.0,11.0,29.0,0.7,50.0,2.0,-30.29,True
81.0,11.0,29.0,0.4,50.0,2.0,-51.64,True
81.0,11.0,29.0,0.1,18.7,2.0,-45.74,True
81.0,11.0,29.0,-0.1,-50.0,2.0,-46.12,True
81.0,11.0,29.0,-0.2,-50.0,2.0,-38.65,True
81.0,11.0,29.0,-0.3,-50.0,2.0,-13.19,True
81.0,11.0,29.0,-0.2,-50.0,2.0,21.59,True
81.0,11.0,29.0,0.0,44.32,2.0,41.79,True
81.0,11.0,29.0,0.1,50.0,2.0,22.4,True
81.0,11.0,29.0,0.1,33.71,2.0,-16.94,True
81.0,11.0,29.0,0.0,-42.58,2.0,-23.45,True
81.0,11.0,29.0,0.0,50.0,2.0,41.04,True
81.0,11.0,29.0,0.0,2.09,2.0,-8.27,True
81.0,11.0,29.0,0.0,-1.71,2.0,1.92,True
81.0,11.0,29.0,0.0,-0.48,2.0,0.18,True
81.0,11.0,29.0,0.0,3.68,2.0,-0.61,True
81.0,11.0,29.0,0.0,-2.52,2.0,-5.13,True
81.0,11.0,29.0,0.0,6.33,2.0,2.79,True
81.0,11.0,29.0,0.0,-7.77,2.0,-3.73,True
81.0,11.0,29.0,0.0,3.75,2.0,0.37,True
81.0,11.0,29.0,0.0,7.8,2.0,-0.26,True
81.0,11.0,29.0,0.0,-8.44,2.0,-8.22,True
81.0,11.0,29.0,0.0,4.53,2.0,1.12,True
81.0,11.0,29.0,0.0,-3.57,2.0,-3.13,True
81.0,11.0,29.0,0.0,11.46,2.0,4.01,True
81.0,11.0,29.0,0.0,-8.78,2.0,-5.64,True
81.0,11.0,29.0,0.0,12.44,2.0,4.99,True
81.0,11.0,29.0,0.0,-1.55,2.0,-3.55,True
81.0,11.0,29.0,0.0,-4.26,2.0,-5.17,True
81.0,11.0,29.0,0.0,10.34,2.0,0.17,True
81.0,11.0,29.0,0.0,-13.27,2.0,-10.43,True
81.0,11.0,29.0,0.0,-0.84,2.0,-0.93,True
81.0,11.0,29.0,0.0,3.02,2.0,0.29,True
81.0,11.0,29.0,0.0,-10.72,2.0,-6.99,True
81.0,11.0,29.0,0.0,10.47,2.0,1.89,True
81.0,11.0,29.0,0.0,-12.57,2.0,-8.8,True
81.0,11.0,29.0,0.0,-4.98,2.0,-1.09,True
81.0,11.0,29.0,0.0,-0.15,2.0,-1.11,True
81.0,11.0,29.0,0.0,10.68,2.0,1.15,True
81.0,11.0,29.0,0.0,-12.53,2.0,-10.25,True
81.0,11.0,29.0,0.0,5.36,2.0,0.18,True
81.0,11.0,29.0,0.0,-8.25,2.0,-5.76,True
81.0,11.0,29.0,0.0,3.33,2.0,2.16,True
81.0,11.0,29.0,0.0,12.78,2.0,1.52,True
81.0,11.0,29.0,0.0,-2.65,2.0,-9.01,True
81.0,11.0,29.0,0.0,2.59,2.0,0.95,True
81.0,11.0,29.0,0.0,-15.07,2.0,-7.61,True
81.0,11.0,29.0,0.0,7.79,2.0,4.97,True
81.0,11.0,29.0,0.0,-9.73,2.0,-6.64,True
81.0,11.0,29.0,0.0,19.57,2.0,4.04,True
81.0,11.0,29.0,0.0,-14.88,2.0,-14.57,True
81.0,11.0,29.0,0.0,6.17,2.0,2.3,True
81.0,11.0,29.0,0.0,-23.95,2.0,-8.34,True
81.0,11.0,29.0,0.0,-0.81,2.0,7.54,True
81.0,11.0,29.0,0.0,2.8,2.0,2.85,True
81.0,11.0,29.0,0.0,15.16,2.0,4.88,True
81.0,11.0,29.0,0.0,-11.3,2.0,-10.05,True
81.0,11.0,29.0,0.0,20.8,2.0,7.78,True
81.0,11.0,29.0,0.0,-17.46,2.0,-13.16,True
81.0,11.0,29.0,0.0,13.47,2.0,5.88,True
81.0,11.0,29.0,0.0,-24.15,2.0,-10.5,True
81.0,11.0,29.0,0.0,-3.49,2.0,6.24,True
81.0,11.0,29.0,0.0,1.39,2.0,1.51,True
81.0,11.0,29.0,0.0,3.24,2.0,-1.2,True
81.0,11.0,29.0,0.0,5.35,2.0,-0.65,True
81.0,11.0,29.0,0.0,-11.34,2.0,-8.64,True
81.0,11.0,29.0,0.0,15.71,2.0,3.55,True
81.0,11.0,29.0,0.0,-16.43,2.0,-12.68,True
81.0,11.0,29.0,0.0,-13.44,2.0,-4.89,True
81.0,11.0,29.0,0.0,5.79,2.0,5.87,True
81.0,11.0,29.0,0.0,-11.73,2.0,-6.28,True
81.0,11.0,29.0,0.0,14.34,2.0,2.69,True
81.0,11.0,29.0,0.0,2.52,2.0,-5.9,True
81.0,11.0,29.0,0.0,4.63,2.0,-2.05,True
81.0,11.0,29.0,0.0,-11.23,2.0,-5.2,True
81.0,11.0,29.0,0.0,6.84,2.0,3.55,True
81.0,11.0,29.0,0.0,-2.94,2.0,-2.08,True
81.0,11.0,29.0,0.0,-0.75,2.0,-1.59,True
81.0,11.0,29.0,0.0,4.3,2.0,-0.3,True
81.0,11.0,29.0,0.0,-4.66,2.0,-5.35,True
81.0,11.0,29.0,0.0,1.83,2.0,-1.72,True
81.0,11.0,29.0,0.0,-8.33,2.0,-5.78,True
81.0,11.0,29.0,0.0,6.16,2.0,0.83,True
81.0,11.0,29.0,0.0,-0.52,2.0,-2.79,True
81.0,11.0,29.0,0.0,-2.95,2.0,-2.91,True
81.0,11.0,29.0,0.0,1.58,2.0,-0.87,True
81.0,11.0,29.0,0.0,-1.56,2.0,-3.74,True
81.0,11.0,29.0,0.0,8.25,2.0,2.58,True
81.0,11.0,29.0,0.0,-10.67,2.0,-5.5,True
81.0,11.0,29.0,0.0,6.41,2.0,4.12,True
81.0,11.0,29.0,0.0,3.3,2.0,-0.66,True
81.0,11.0,29.0,0.0,-8.52,2.0,-6.86,True
81.0,11.0,29.0,0.0,2.47,2.0,-1.11,True
81.0,11.0,29.0,0.0,-3.23,2.0,-4.06,True
81.0,11.0,29.0,0.0,0.71,2.0,-1.88,True
81.0,11.0,29.0,0.0,-2.2,2.0,-2.95,True
81.0,11.0,29.0,0.0,8.62,2.0,1.61,True
81.0,11.0,29.0,0.0,3.61,2.0,-0.85,True
81.0,11.0,29.0,0.0,-12.66,2.0,-9.29,True
81.0,11.0,29.0,0.0,-1.75,2.0,0.14,True
81.0,11.0,29.0,0.0,-15.54,2.0,-4.1,True
81.0,11.0,29.0,0.0,-4.08,2.0,-1.22,True
81.0,11.0,29.0,0.0,12.41,2.0,3.49,True
81.0,11.0,29.0,0.0,21.44,2.0,1.92,True
81.0,11.0,29.0,0.0,12.88,2.0,-4.92,True
81.0,11.0,29.0,0.0,10.4,2.0,-2.3,True
81.0,11.0,29.0,0.0,-20.92,2.0,-14.02,True
81.0,11.0,29.0,0.0,-17.24,2.0,-4.94,True
81.0,11.0,29.0,0.0,-12.58,2.0,0.3,True
81.0,11.0,29.0,0.0,-17.61,2.0,-3.64,True
81.0,11.0,29.0,0.0,6.88,2.0,7.03,True
81.0,11.0,29.0,0.0,9.58,2.0,1.21,True
81.0,11.0,29.0,0.0,20.0,2.0,1.95,True
81.0,11.0,29.0,0.0,25.73,2.0,0.96,True
81.0,11.0,29.0,0.0,7.42,2.0,-8.53,True
81.0,11.0,29.0,0.0,-1.86,2.0,-4.93,True
